transcript_id	S1C40_1	S1C40_2	S1C40_3	S1Glc_1	S1Glc_2	S1Glc_3
MAG14015_contig_69_34	-0.4436068823068397	-0.8149555494319536	-2.070360474279115	0.34861769089727196	0.4477484487333974	-0.11875043542399809
MAG14015_contig_69_35	2.1036621260958053	1.9267623265502305	0.1755182139366509	2.7990499945128806	2.6071977276823177	2.3422816543244926
MAG14015_contig_69_38	-1.358864642560929	-1.499246887251349	-2.8227786954494625	0.058662839378559886	-0.6244633938512698	-0.949686378860765
MAG14015_contig_69_39	-1.1133484091264685	-1.8488477704103785	-3.151015986610658	-0.2593331626568115	-0.39898625134266075	-1.4123776993846797
MAG14015_contig_69_40	-1.4065716458850075	0.20693073420594932	-6.019827261834342	-1.441767637697314	-2.5620564187205224	-2.26197066623059
MAG14015_contig_69_41	0.5380513892157088	0.668255307217964	-0.7434699577489539	-0.29212186718314975	-1.4918837539250318	-1.5786888960100929
MAG14015_contig_69_42	-0.8181697637222117	-0.7444340071488205	-1.6193636315984798	-2.594303831520014	-2.7411940723482484	-1.9831956337755663
MAG14015_contig_69_43	-0.7231579626486361	-2.689743651209429	-4.098923276450369	-2.8886267559770458	-2.178417123216476	-2.0997665232259233
MAG14015_contig_69_44	-0.9221691029840524	-2.3906383818356045	-3.140749196250842	-1.750688163685874	-2.2219058342757254	-2.484178570510425
MAG14015_contig_69_46	0.8266644066758276	-0.16592149231354353	-0.07894305493897849	-2.0237038260446347	-4.73660785015449	-2.603279328398334
MAG14015_contig_69_48	0.8604622855133045	0.14149818813430626	-0.9120945738596076	-0.41720894595787217	0.4172287308265837	-0.3467088032309241
MAG14015_contig_69_49	0.3464293407938943	-0.513225912727963	-3.584468029608647	0.3103517552026635	-0.4252164316301844	0.26328685537725854
MAG14015_contig_69_50	-1.4597227117267995	-2.8232789453032403	-5.705898162965727	-0.9730526693666891	-1.5957202916559088	-1.9066561767103938
MAG14015_contig_69_52	-0.8566118061059189	-1.0425964695811598	-1.2001235731836426	-0.10787014009923089	-0.5793181917927767	-0.7287010284553453
MAG14015_contig_69_53	-1.3820734138240673	-1.6059425002072898	-1.478301954953604	0.10867833604244913	-0.18465082969184898	0.06717059101696449
MAG14015_contig_69_54	-1.9522550281894495	-2.053206268916565	-2.578275262015713	-2.08418083925745	-2.967521072128995	-3.3231505753806
MAG14015_contig_69_55	-0.4709586941425713	-1.0542994160156567	-2.5266349208412673	-1.925532926407715	-1.9652377420319216	-2.5504903916661488
MAG14015_contig_69_56	0.62549494310309794	0.3628906426658603	-2.1011338279164025	-0.25968201807789837	-0.20930468553283776	-1.0661856739148334
MAG14015_contig_69_58	-0.34433493447163016	-0.5290831516175533	-1.7928218028794083	-0.5266889575548551	-0.8148413415892487	-1.27520306536392
MAG14015_contig_69_59	-0.1188522595438054	0.1779688037153224	-1.8609758903750202	-0.4292534154117524	-1.136378660257795	-2.1419967178935986
MAG14015_contig_69_60	-0.626923133858318	1.1846421131473384	-5.941198484880957	-0.6402067334872107	-1.3637387233669853	-1.4432145225514483
MAG14015_contig_69_61	0.5164589848908413	0.5493143054195091	0.5284713018828922	-2.875110778984209	0.6208960288442587	-0.39232265255776255
MAG14015_contig_69_62	4.564762266997068	3.7899795888813235	2.6725045465838297	2.408361333213545	2.6851373068817086	2.9661406440292915
MAG14015_contig_69_63	2.3087132631121774	1.6384631384932162	1.1566166609706172	0.3489688783498211	0.17601632699038064	-0.7462406154439368
MAG14015_contig_69_64	0.6127865395666782	0.40081114140935137	0.037452509939606575	-3.2143339535854047	-3.3644621569016024	-3.5185621695696896
MAG14015_contig_69_65	2.6765765885576736	2.129794052667041	0.7311658595995266	0.9931091275571773	0.9567852524928576	1.283951396131622
MAG14015_contig_69_66	0.08435005342222071	0.9689312342526791	-1.7448594568350488	-0.24068733225050384	-0.4134533284058572	-6.831117708056048
MAG14015_contig_69_67	-1.3001783316097564	-1.4396763379176376	-2.810207062179741	-4.155901709363744	-3.0426588798478	-4.4602998051505915
MAG14015_contig_69_68	-0.1799166416415531	-1.3632709872102522	-2.902238200206709	-2.780006919685119	-1.9225327512109576	-2.6803358263151824
MAG14015_contig_69_69	-1.265521446226788	-2.2181887673598837	-3.288628443542499	-1.226911761711025	-1.1150192344454042	-1.523919067273969
MAG14015_contig_69_70	1.0268071400381966	0.2957700362396888	-0.3484986599921402	-0.48664468713315234	-0.19747918886462842	-0.558860768549655
MAG14015_contig_69_71	-1.7106140496182083	-2.7459381471655457	-2.995275703882959	-4.880338382467817	-4.447230262360545	-6.084168604266792
MAG14015_contig_69_74	0.3284343833125494	2.015204947236474	-0.5000689246883108	2.464320619249926	1.975615513487767	2.1870582581118
MAG14015_contig_69_75	-0.15970194276672173	-0.18537083030129634	-0.8009603027685445	1.2890671840609083	1.8578695550687423	1.6851956288586318
MAG14015_contig_69_76	-1.6042483820688043	-2.2066217914650683	-3.211471303237266	-0.18405738640309408	-0.4483491320634147	-0.8430468654804669
MAG14015_contig_69_77	0.3708226912618621	-0.4737208106452829	-1.3126310917333213	1.497009360413896	1.4254217061172463	1.239917342750373
MAG14015_contig_69_78	-2.0624748114452256	-2.8932925591286742	-4.444007984261809	-0.05681830280518739	-0.5004668529542221	-1.1240029593352572
MAG14015_contig_69_79	3.0489667661393542	2.9278831831483565	1.4996596797290405	2.831686760452017	1.697004236272368	1.7898085296191257
MAG14015_contig_69_80	-1.753677047954984	-1.5971643326984	-3.001766940318257	-3.42733458503678	-3.231291423635979	-3.0316924451571423
MAG14015_contig_69_87	-2.5135842352558657	-3.8820773352960827	-5.2875884032714024	-6.371809105341532	-4.935986889451184	-5.161952807100916
MAG14015_contig_69_88	-2.5143423600877433	-2.969802370488879	-4.89426614612631	-1.205736365503987	-7.565807111998298	-5.810731313851203
MAG14015_contig_69_92	-2.318908810374073	-1.1152567423753923	-3.52452989625598	-3.2207621356248226	-3.773744025581748	-3.2094414634439588
MAG14015_contig_69_93	-2.9813886129319767	-3.5346494368814874	-3.13247670868233	-4.536262048472767	-7.048241490579418	-5.0039896580838805
MAG14015_contig_69_94	-2.5957333731525827	-2.8641342085676524	-4.78405357460433	-4.867082609634262	-3.431760045338064	-3.782514150984898
MAG14015_contig_69_95	-1.0302626578818506	-1.4397506954713597	-3.626171188191223	-6.1618043347781395	-3.1364928371685084	-4.1144849845207965
MAG14015_contig_69_96	-1.8024667057075425	-2.0118323223525176	-3.202638326512611	-2.769856023955717	-6.548079052401913	-4.1602673928921385
MAG14015_contig_69_97	-1.6464508642779556	-3.163306693500854	-3.7665241973055643	-3.305503091387577	-2.438479317535921	-7.853546510610373
MAG14015_contig_69_98	-2.238054387311174	-1.956728296709423	-3.369406654885253	-5.951067792899122	-3.6381166786460497	-5.31554245259231
MAG14015_contig_69_99	-0.12568775090914622	-0.5276474062972616	-1.4049508934542307	-0.07404462228038859	-0.1489686124010427	-0.59089912564147
MAG14015_contig_69_100	-1.3900559682983051	-1.764086718935864	-5.146902051326755	0.34568023078635746	-1.178684896717065	-0.5606577166841789
MAG14015_contig_69_101	2.7685866350008883	0.7324341935623268	1.2462378118194184	6.962618426082437	6.5006714144202125	6.001613112910114
MAG14015_contig_69_102	-0.44316156215864705	-1.0401319377018474	-1.6473408966807448	1.4184112611725994	1.897077750117172	1.7965977540483058
MAG14015_contig_69_103	-1.6002885779167089	-2.2944767570788303	-4.222250467128457	-0.7880034952198425	-0.5894526557580185	-2.3711013844205153
MAG14015_contig_69_106	-3.3417024037800402	-1.9525118656401776	-2.725889848317087	-3.266579709120298	-3.9839727213732132	-4.065639608538987
MAG14015_contig_69_108	-6.380869874577142	-1.972721363921243	-3.8341927426348246	-1.9944764093097982	-1.0687587059311539	-1.7850446404154134
MAG14015_contig_69_109	-1.1939911218563175	-1.8228909813388208	-3.281652841987024	0.08331550233566815	-0.45071132712156814	-0.5708822030554828
MAG14015_contig_69_110	2.3465456449610653	0.6909176495686378	0.6258876531202177	2.12163877584566	1.7269924760454136	1.2372026934742084
MAG14015_contig_69_111	-1.4098186233523786	-2.744158498721674	-3.669861103743317	-4.797964749096693	-2.929401839941599	-3.5975292799668668
MAG14015_contig_69_113	1.9264131848990365	2.644580817751957	-1.0984128694468385	4.307501386738228	4.766218803502962	4.821796937377541
MAG14015_contig_69_114	-1.3523410348840441	-2.267683905530273	-3.8644619782458056	-4.938616960141882	-3.713448108059003	-5.726676522251836
MAG14015_contig_69_116	-1.88442867754202	-1.9736446779030818	-3.251772365103894	-4.67170395843175	-3.007765247600846	-3.657319649949145
MAG14015_contig_69_117	0.24871698310450235	-0.5547034152293192	-2.384304984406113	0.7707106661981011	-0.16520789523554485	-0.6229406806536499
MAG14015_contig_69_118	-0.6211532665134529	-1.438561434260117	-2.9854618820083956	-1.4264276982746713	-1.1244495284700369	-1.6778180131272804
MAG14015_contig_69_119	-2.0522485743125407	-2.5687172301775854	-3.2813722739168116	-1.898990068551563	-1.847590700822519	-3.562122874839788
MAG14015_contig_69_120	-1.189749405442726	-1.983760435631281	-2.6184020933469756	0.4952960641178678	0.6259437458258885	0.2955232077238604
MAG14015_contig_69_126	-1.6413021765276496	-2.4190132692034543	-3.5998923199961346	-1.6411221698470593	-1.8557708570693903	-2.0581244568087973
MAG14015_contig_69_127	-1.239344713330002	-2.5760712147139992	-3.8756485702934618	-2.507566351771321	-2.943250016424223	-3.9512526829842463
MAG14015_contig_69_129	-1.6952226390727374	-3.2937125877569264	-6.306551056534221	-4.579445808521099	-5.721886754452306	-6.372908702297666
MAG14015_contig_69_130	-1.8650273458049882	-4.362834570238849	-3.4755719843914106	-4.045286124865937	-4.194400462602423	-5.572409273255127
MAG14015_contig_69_131	-2.5879924544509594	-3.4382415964202253	-3.620274360410748	-3.4335452603989403	-5.170952566167893	-4.222053908617458
MAG14015_contig_69_132	-1.4697574234469561	-0.6796447226558805	-2.2966937221384844	-0.5247947245029638	-1.6415362187946005	-6.38156983279554
MAG14015_contig_69_136	1.1819230788297868	1.1614749642082773	-0.35460821524309183	1.0322701470759443	0.7744265384280795	0.2606399506059946
MAG14015_contig_69_138	1.4800272387449742	1.8737344679685584	-5.133431047933739	1.3899136776472234	0.028272096166829474	0.16052010099053393
MAG14015_contig_69_139	0.20286276470254447	0.39959768558069697	-5.415845193810823	0.5521015898947021	0.6652290258686856	-0.6994662275046322
MAG14015_contig_69_140	-1.4847881432003338	-1.9693220946126795	-1.8983445457420913	3.158467910900973	2.4724851720098777	2.0614997265388664
MAG14015_contig_69_141	0.0838737075761887	-0.1791225848015271	-1.0474785599978906	0.3945909665767457	0.5318081232175085	-0.36134781019499074
MAG14015_contig_69_142	1.6909623334490285	0.5245752502049464	-0.04578432970634543	0.7802008952857922	-0.6170096640077521	-0.7358263150399302
MAG14015_contig_69_143	0.6685820928552706	1.7815149916160626	0.6493763312239775	2.0306362407259595	2.3590628761083643	1.4066400659936618
MAG14015_contig_69_144	-0.06993033535122807	-1.2149701260016874	-1.8190119786464858	-0.4345042062783323	-1.1866427797608043	-1.7490481252895733
MAG14015_contig_69_145	-0.86584478816215	-0.2839081352971954	-2.5210178438290103	-1.3938799860505613	-2.123402510326155	-1.9936430844611432
MAG14015_contig_69_146	-0.9922017072129125	-1.6503176814110179	-2.098925748594386	-2.5227744595316803	-2.6645716265494777	-2.068913052285136
MAG14015_contig_69_147	-1.6848836314356361	-2.2799702514345905	-3.4643212540214563	-1.9725345072286689	-1.1668654064826072	-2.970978308577157
MAG14015_contig_69_148	-0.16937147342176861	-0.643984685523965	-2.5018267592140866	1.1237125420393064	1.5010773113627056	1.322441602922911
MAG14015_contig_69_149	-0.6888387077323879	-0.27785577612803536	-3.6969943515945967	2.049690007609044	1.622579002530027	1.3268421916770248
MAG14015_contig_69_150	-0.9471306394340336	-2.123276793484833	-5.245084456392109	-3.329947199035409	-3.308901836052657	-2.798295887564897
MAG14015_contig_69_151	-5.122035873311857	-4.931981386274326	-1.713861676599176	0.23882353780835008	-1.9438382441384159	-8.130005540787153
MAG14015_contig_69_153	-0.6530918865900174	-1.442155683906108	-2.7844431601887774	-0.9273343846498207	-0.3901902051131183	-1.6151058280744017
MAG14015_contig_69_154	-2.2187729155920364	-1.1615887148091142	-2.6896784949278323	-3.1261143734760592	-5.262661430820153	-4.922842334558519
MAG14015_contig_69_156	-2.610424377912781	-2.7833899312575583	-5.773014103433436	-3.6811146969657877	-6.540974642809544	-7.639902856079189
MAG14015_contig_69_160	1.8535166647546995	2.4206575575862272	-1.647964698355598	6.391635416445241	6.302624302576072	6.198672907881418
MAG14015_contig_69_162	-3.007301168258566	-4.777011497791797	-5.377783303836497	-2.480880851403611	-4.0372339321158135	-4.27520236700481
MAG14015_contig_69_163	-1.2324536727802546	-1.0513513126352716	-2.098925748594386	-0.9018445876809883	-1.7125324330985652	-1.5428869493881587
MAG14015_contig_69_164	-1.4904602156981852	-2.2464296917663864	-2.9135423034809484	-0.9873026159524174	-0.9870023359969387	-1.5894114113701476
MAG14015_contig_69_165	-0.5368358468476959	-2.500250529614857	-3.6969943515945967	-1.5591158201355308	-2.4071722452157154	-3.1105669547401784
MAG14015_contig_69_166	-2.3778492897510897	-2.3144024622435966	-3.911124620365157	-3.4726525655018805	-4.270330470049591	-4.16184176212456
MAG14015_contig_69_167	-2.2666977275151994	-1.1794819802593157	-0.699681781027644	-1.0824933906344123	-2.124050125602047	-1.143366414580143
MAG14015_contig_69_168	3.8614988684651226	2.5591785222523993	2.298752146336939	0.23942248346100664	-1.9434997064408648	0.2615067450523569
MAG14015_contig_69_169	-0.21423018364709603	-1.4304816876369304	-2.4513226995922612	-6.892021243486694	-4.309837180922253	-2.9960811966485474
MAG14015_contig_69_170	1.201928642647011	0.8949457816584048	0.14686372666018846	-0.8769086125315665	-3.7044716201978876	-1.4727935109361494
MAG14015_contig_69_171	1.611285713336966	1.0642068609532347	0.20065500557943913	-1.3288225913407277	-1.930743288692204	-1.7749422929219463
MAG14015_contig_69_172	2.0110518846234395	0.9401141170000572	-0.7362035715695182	-1.0495644341316182	-2.0164419572859047	-2.705241053056257
MAG14015_contig_69_173	0.7908304116248868	-0.14284227237149366	-0.3664478919830773	-0.6558987136743177	-0.40991637568432504	-1.390831310882804
MAG14015_contig_69_177	-0.060144566881060464	-4.575802511269775	-0.9928762762540058	-1.3938155374567573	-0.9216169704192638	-2.468882584636104
MAG14015_contig_69_178	-0.4614638228707591	-1.1484392332032036	-2.464130184402319	-1.2787340973433377	-1.0402150099543581	-1.677227310169963
MAG14015_contig_69_179	-0.8781808935723049	-0.7059515907716358	-1.9772472828938619	-1.5430845359426022	-2.306744561358869	-2.687929683248967
MAG14015_contig_69_181	0.5390347029707543	0.04858495757304936	-1.7796452780361975	-2.1725256377875684	-1.317887000286936	-2.0211249257699118
MAG14015_contig_69_182	-0.43019396048494934	-0.6230873246801528	-1.0622518604123525	1.0329824166994288	0.49066254211538235	0.11966161753218375
MAG14015_contig_69_183	3.8595124236597242	2.9176207923880146	2.222136835576655	0.6061863580465354	0.715814316598661	-0.3984974404036468
MAG14015_contig_69_184	-3.3323923100999577	-4.098305373318081	-4.6979638707884135	-4.793060766363799	-3.937683730845809	-3.0004732815958373
MAG14015_contig_69_185	-3.6282765540898585	-3.9722593623407	-5.569885183882437	-3.3283247375778338	-5.2160408681887676	-5.439602766846956
