transcript_id	.y.	group1	group2	n1	n2	statistic	df	p
MAG24001_contig_6_3609	tpm	C40	Glc	3	3	-2.501467027196344	2	0.129
MAG24001_contig_6_3757	tpm	C40	Glc	3	3	-2.2584077917240517	2	0.152
MAG24001_contig_6_3789	tpm	C40	Glc	3	3	0.22026538317526131	2	0.846
MAG24001_contig_6_400	tpm	C40	Glc	3	3	-1.0767855523058565	2	0.394
MAG24001_contig_6_4065	tpm	C40	Glc	3	3	-5.117532033835302	2	0.0361
MAG24001_contig_6_41	tpm	C40	Glc	3	3	-5.7204923584056955	2	0.0292
MAG24001_contig_6_4135	tpm	C40	Glc	3	3	-1.0410937617254663	2	0.407
MAG24001_contig_6_4161	tpm	C40	Glc	3	3	-3.2111742580385996	2	0.0848
MAG24001_contig_6_4280	tpm	C40	Glc	3	3	-0.7519600719914467	2	0.531
MAG24001_contig_6_4329	tpm	C40	Glc	3	3	-15.75833216857307	2	0.004
MAG24001_contig_6_4398	tpm	C40	Glc	3	3	-6.004874568621021	2	0.0266
MAG24001_contig_6_4430	tpm	C40	Glc	3	3	-0.5111967435977982	2	0.66
MAG24001_contig_6_4471	tpm	C40	Glc	3	3	0.5775903311462921	2	0.622
MAG24001_contig_6_4522	tpm	C40	Glc	3	3	2.471978772763764	2	0.132
MAG24001_contig_6_465	tpm	C40	Glc	3	3	7.431039992634833	2	0.0176
MAG24001_contig_6_4698	tpm	C40	Glc	3	3	3.1366530482935246	2	0.0884
MAG24001_contig_6_4711	tpm	C40	Glc	3	3	1.7949119729254166	2	0.215
MAG24001_contig_6_4725	tpm	C40	Glc	3	3	-3.6736018479320522	2	0.0668
MAG24001_contig_6_4734	tpm	C40	Glc	3	3	1.0215579509698036	2	0.414
MAG24001_contig_6_4771	tpm	C40	Glc	3	3	-0.9323481027623814	2	0.45
MAG24001_contig_6_4848	tpm	C40	Glc	3	3	1.8968110706002392	2	0.198
MAG24001_contig_6_4891	tpm	C40	Glc	3	3	-24.738856730611637	2	0.00163
MAG24001_contig_6_4912	tpm	C40	Glc	3	3	-5.4192961488364935	2	0.0324
MAG24001_contig_6_5	tpm	C40	Glc	3	3	-0.11526356902748607	2	0.919
MAG24001_contig_6_5166	tpm	C40	Glc	3	3	-1.1097159420973275	2	0.383
MAG24001_contig_6_5195	tpm	C40	Glc	3	3	-0.3162121603868773	2	0.782
MAG24001_contig_6_5291	tpm	C40	Glc	3	3	-3.1300254755581136	2	0.0887
MAG24001_contig_6_553	tpm	C40	Glc	3	3	-0.7539720175797184	2	0.53
MAG24001_contig_6_651	tpm	C40	Glc	3	3	-1.8659565964186398	2	0.203
MAG24001_contig_6_701	tpm	C40	Glc	3	3	3.1819271264609137	2	0.0862
MAG24001_contig_6_736	tpm	C40	Glc	3	3	-0.6376842982217875	2	0.589
MAG24001_contig_6_756	tpm	C40	Glc	3	3	2.3550378792547026	2	0.143
MAG24001_contig_6_799	tpm	C40	Glc	3	3	-1.711554298893037	2	0.229
MAG24002_contig_1018_98	tpm	C40	Glc	3	3	-0.9022453667636197	2	0.462
MAG24002_contig_1091_58	tpm	C40	Glc	3	3	0.05821889901195036	2	0.959
MAG24002_contig_1144_150	tpm	C40	Glc	3	3	-0.4810829601097833	2	0.678
MAG24002_contig_1144_160	tpm	C40	Glc	3	3	0.34190221577568236	2	0.765
MAG24002_contig_1144_161	tpm	C40	Glc	3	3	-1.666498104008291	2	0.238
MAG24002_contig_1144_187	tpm	C40	Glc	3	3	-1.109799693698448	2	0.383
MAG24002_contig_1155_29	tpm	C40	Glc	3	3	1.8347529761859116	2	0.208
MAG24002_contig_1172_180	tpm	C40	Glc	3	3	-5.2084859208057015	2	0.0349
MAG24002_contig_1172_219	tpm	C40	Glc	3	3	0.9526516776098236	2	0.441
MAG24002_contig_1172_93	tpm	C40	Glc	3	3	0.9769387498412876	2	0.432
MAG24002_contig_146_10	tpm	C40	Glc	3	3	-0.22950157528639079	2	0.84
MAG24002_contig_146_2	tpm	C40	Glc	3	3	-1.3157198185297918	2	0.319
MAG24002_contig_146_5	tpm	C40	Glc	3	3	-1.679966149761812	2	0.235
MAG24002_contig_180_101	tpm	C40	Glc	3	3	3.394211741084948	2	0.0769
MAG24002_contig_180_139	tpm	C40	Glc	3	3	6.115969508055284	2	0.0257
MAG24002_contig_223_2	tpm	C40	Glc	3	3	0.029646802999155272	2	0.979
MAG24002_contig_241_1	tpm	C40	Glc	3	3	-2.080051374971528	2	0.173
MAG24002_contig_241_12	tpm	C40	Glc	3	3	-1.3470682702628243	2	0.31
MAG24002_contig_243_102	tpm	C40	Glc	3	3	-0.5796270387138757	2	0.621
MAG24002_contig_243_123	tpm	C40	Glc	3	3	-2.576523557329965	2	0.123
MAG24002_contig_243_19	tpm	C40	Glc	3	3	0.03721309674600571	2	0.974
MAG24002_contig_243_216	tpm	C40	Glc	3	3	0.006434143588712902	2	0.995
MAG24002_contig_243_242	tpm	C40	Glc	3	3	0.05808462885482473	2	0.959
MAG24002_contig_243_53	tpm	C40	Glc	3	3	1.6900089473815	2	0.233
MAG24002_contig_297_45	tpm	C40	Glc	3	3	0.3571622205698308	2	0.755
MAG24002_contig_36_8	tpm	C40	Glc	3	3	-0.49923663086714504	2	0.667
MAG24002_contig_41_4	tpm	C40	Glc	3	3	-0.17643252044798224	2	0.876
MAG24002_contig_429_2	tpm	C40	Glc	3	3	-0.6353879793797167	2	0.59
MAG24002_contig_429_22	tpm	C40	Glc	3	3	-0.11125512951816106	2	0.922
MAG24002_contig_429_42	tpm	C40	Glc	3	3	-9.443017004215665	2	0.011
MAG24002_contig_429_58	tpm	C40	Glc	3	3	2.1671609617763337	2	0.163
MAG24002_contig_429_62	tpm	C40	Glc	3	3	-2.126162021612842	2	0.167
MAG24002_contig_43_1	tpm	C40	Glc	3	3	0.7619277255087751	2	0.526
MAG24002_contig_442_10	tpm	C40	Glc	3	3	-4.094128829568897	2	0.0548
MAG24002_contig_443_107	tpm	C40	Glc	3	3	-2.147180404807517	2	0.165
MAG24002_contig_443_21	tpm	C40	Glc	3	3	-0.014363787593853186	2	0.99
MAG24002_contig_449_124	tpm	C40	Glc	3	3	-0.3114028540889949	2	0.785
MAG24002_contig_449_13	tpm	C40	Glc	3	3	-0.7194605806982023	2	0.547
MAG24002_contig_449_14	tpm	C40	Glc	3	3	-3.318240342265364	2	0.0801
MAG24002_contig_449_154	tpm	C40	Glc	3	3	0.9189756073964581	2	0.455
MAG24002_contig_449_58	tpm	C40	Glc	3	3	0.6166060297680211	2	0.6
MAG24002_contig_449_59	tpm	C40	Glc	3	3	2.283837799666423	2	0.15
MAG24002_contig_466_6	tpm	C40	Glc	3	3	-1.901616701455418	2	0.198
MAG24002_contig_495_10	tpm	C40	Glc	3	3	-1.9745938478962097	2	0.187
MAG24002_contig_495_5	tpm	C40	Glc	3	3	0.11707711769165309	2	0.917
MAG24002_contig_498_123	tpm	C40	Glc	3	3	0.49679694112956646	2	0.669
MAG24002_contig_498_35	tpm	C40	Glc	3	3	-1.7033798939858429	2	0.231
MAG24002_contig_498_98	tpm	C40	Glc	3	3	-0.30174985806515225	2	0.791
MAG24002_contig_507_25	tpm	C40	Glc	3	3	-0.30795278209620874	2	0.787
MAG24002_contig_507_42	tpm	C40	Glc	3	3	-0.5536217211037345	2	0.635
MAG24002_contig_564_13	tpm	C40	Glc	3	3	2.6882151429255474	2	0.115
MAG24002_contig_564_17	tpm	C40	Glc	3	3	-2.280147547790927	2	0.15
MAG24002_contig_564_198	tpm	C40	Glc	3	3	1.5788611924284477	2	0.255
MAG24002_contig_564_233	tpm	C40	Glc	3	3	-0.10130751486102943	2	0.929
MAG24002_contig_564_24	tpm	C40	Glc	3	3	-1.5736765926336864	2	0.256
MAG24002_contig_564_73	tpm	C40	Glc	3	3	3.2386387347897796	2	0.0836
MAG24002_contig_564_85	tpm	C40	Glc	3	3	-0.45588445984359616	2	0.693
MAG24002_contig_564_88	tpm	C40	Glc	3	3	-0.3677551674243648	2	0.748
MAG24002_contig_632_12	tpm	C40	Glc	3	3	-2.3592318830081975	2	0.142
MAG24002_contig_742_164	tpm	C40	Glc	3	3	-1.7860932112785322	2	0.216
MAG24002_contig_742_171	tpm	C40	Glc	3	3	2.5046825566916247	2	0.129
MAG24002_contig_742_174	tpm	C40	Glc	3	3	-0.5946788418275504	2	0.612
MAG24002_contig_742_178	tpm	C40	Glc	3	3	-3.485276089920414	2	0.0734
MAG24002_contig_742_192	tpm	C40	Glc	3	3	-2.3796666980591508	2	0.14
MAG24002_contig_742_194	tpm	C40	Glc	3	3	-1.069964528598234	2	0.397
MAG24002_contig_742_195	tpm	C40	Glc	3	3	-0.17333487525866903	2	0.878
MAG24002_contig_742_196	tpm	C40	Glc	3	3	-7.525114497116345	2	0.0172
MAG24002_contig_742_197	tpm	C40	Glc	3	3	-1.3730068073098705	2	0.303
MAG24002_contig_742_198	tpm	C40	Glc	3	3	0.29804143490378215	2	0.794
MAG24002_contig_742_199	tpm	C40	Glc	3	3	0.9789366175802363	2	0.431
MAG24002_contig_742_200	tpm	C40	Glc	3	3	-0.41997471385811935	2	0.715
MAG24002_contig_742_201	tpm	C40	Glc	3	3	-0.5478099382932817	2	0.639
MAG24002_contig_742_203	tpm	C40	Glc	3	3	0.43647901248648435	2	0.705
MAG24002_contig_742_204	tpm	C40	Glc	3	3	-0.14920886086005586	2	0.895
MAG24002_contig_742_205	tpm	C40	Glc	3	3	0.5208941918310213	2	0.654
MAG24002_contig_742_206	tpm	C40	Glc	3	3	-1.2457832328124558	2	0.339
MAG24002_contig_742_208	tpm	C40	Glc	3	3	-0.9787058950050251	2	0.431
MAG24002_contig_742_209	tpm	C40	Glc	3	3	0.2613252923802646	2	0.818
MAG24002_contig_742_210	tpm	C40	Glc	3	3	-1.0657296448961098	2	0.398
MAG24002_contig_742_212	tpm	C40	Glc	3	3	1.039383832849323	2	0.408
MAG24002_contig_742_213	tpm	C40	Glc	3	3	-0.09341687441975036	2	0.934
MAG24002_contig_742_219	tpm	C40	Glc	3	3	-0.6415598757728698	2	0.587
MAG24002_contig_742_223	tpm	C40	Glc	3	3	-0.2358756534038474	2	0.835
MAG24002_contig_742_225	tpm	C40	Glc	3	3	0.12104146747978224	2	0.915
MAG24002_contig_742_226	tpm	C40	Glc	3	3	-1.9430902338788865	2	0.191
MAG24002_contig_742_227	tpm	C40	Glc	3	3	-0.4675315599904044	2	0.686
MAG24002_contig_742_230	tpm	C40	Glc	3	3	-0.5517855805199893	2	0.637
MAG24002_contig_742_233	tpm	C40	Glc	3	3	-1.3103835020733545	2	0.32
MAG24002_contig_742_71	tpm	C40	Glc	3	3	-3.168758776071706	2	0.0868
MAG24002_contig_742_97	tpm	C40	Glc	3	3	0.19763601195143965	2	0.862
MAG24002_contig_745_155	tpm	C40	Glc	3	3	-2.7573563991332684	2	0.11
MAG24002_contig_745_50	tpm	C40	Glc	3	3	0.04663536331838224	2	0.967
MAG24002_contig_745_93	tpm	C40	Glc	3	3	-5.070255154905567	2	0.0368
MAG24002_contig_746_109	tpm	C40	Glc	3	3	11.44127165405567	2	0.00755
MAG24002_contig_746_184	tpm	C40	Glc	3	3	-4.177526957290373	2	0.0528
MAG24002_contig_746_211	tpm	C40	Glc	3	3	-2.4358111992298968	2	0.135
MAG24002_contig_746_214	tpm	C40	Glc	3	3	-3.7785150075602556	2	0.0634
MAG24002_contig_746_255	tpm	C40	Glc	3	3	-1.5480605031156824	2	0.262
MAG24002_contig_746_41	tpm	C40	Glc	3	3	-3.0222876940273826	2	0.0943
MAG24002_contig_746_48	tpm	C40	Glc	3	3	-3.3725927867506544	2	0.0778
MAG24002_contig_757_23	tpm	C40	Glc	3	3	-3.692338201839722	2	0.0662
MAG24002_contig_757_24	tpm	C40	Glc	3	3	-3.2842190091349415	2	0.0815
MAG24002_contig_826_63	tpm	C40	Glc	3	3	0.7430750877379804	2	0.535
MAG24002_contig_839_15	tpm	C40	Glc	3	3	-3.1276391859245845	2	0.0888
MAG24002_contig_871_66	tpm	C40	Glc	3	3	-0.48087196277399347	2	0.678
MAG24002_contig_877_18	tpm	C40	Glc	3	3	-1.646593394152882	2	0.241
MAG24002_contig_877_20	tpm	C40	Glc	3	3	-3.021898249544032	2	0.0943
MAG24002_contig_877_21	tpm	C40	Glc	3	3	-0.6612518500232777	2	0.576
MAG24002_contig_877_7	tpm	C40	Glc	3	3	-0.3935145022218852	2	0.732
MAG24002_contig_879_104	tpm	C40	Glc	3	3	0.5022662948166033	2	0.665
MAG24002_contig_879_21	tpm	C40	Glc	3	3	3.2253359479967254	2	0.0842
MAG24002_contig_879_37	tpm	C40	Glc	3	3	-1.2860879196783699	2	0.327
MAG24002_contig_879_38	tpm	C40	Glc	3	3	10.08170875400348	2	0.0097
MAG24002_contig_879_81	tpm	C40	Glc	3	3	-0.5839955311477452	2	0.618
MAG24002_contig_879_96	tpm	C40	Glc	3	3	-2.382789684878998	2	0.14
MAG24002_contig_879_97	tpm	C40	Glc	3	3	-1.6453653801608268	2	0.242
MAG24002_contig_888_25	tpm	C40	Glc	3	3	0.25874513638574714	2	0.82
MAG24002_contig_888_26	tpm	C40	Glc	3	3	-1.9809791118878173	2	0.186
MAG24002_contig_897_2	tpm	C40	Glc	3	3	-1.9176753906042157	2	0.195
MAG24002_contig_897_5	tpm	C40	Glc	3	3	-0.5430737948571891	2	0.642
MAG24002_contig_915_21	tpm	C40	Glc	3	3	-0.6868534029824762	2	0.563
MAG24002_contig_915_39	tpm	C40	Glc	3	3	-13.14851279389796	2	0.00573
MAG24002_contig_915_40	tpm	C40	Glc	3	3	-6.388567319240007	2	0.0236
MAG24002_contig_926_45	tpm	C40	Glc	3	3	-1.4864159015059022	2	0.276
MAG24002_contig_927_152	tpm	C40	Glc	3	3	1.440801391819883	2	0.286
MAG24002_contig_927_186	tpm	C40	Glc	3	3	9.010963044639002e-4	2	0.999
MAG24002_contig_927_208	tpm	C40	Glc	3	3	0.20510841466490706	2	0.856
MAG24002_contig_927_223	tpm	C40	Glc	3	3	-0.4683310203372063	2	0.686
MAG24002_contig_927_237	tpm	C40	Glc	3	3	3.5953020598357597	2	0.0694
MAG24002_contig_927_287	tpm	C40	Glc	3	3	0.3593222158954103	2	0.754
MAG24002_contig_927_289	tpm	C40	Glc	3	3	-2.7166136649697217	2	0.113
MAG24002_contig_927_297	tpm	C40	Glc	3	3	-0.33201970160218763	2	0.771
MAG24002_contig_927_325	tpm	C40	Glc	3	3	-0.3242850569613651	2	0.776
MAG24002_contig_933_10	tpm	C40	Glc	3	3	0.8036051092626674	2	0.506
MAG24002_contig_933_30	tpm	C40	Glc	3	3	0.10269618978929952	2	0.928
MAG24002_contig_933_39	tpm	C40	Glc	3	3	-0.2555940369769238	2	0.822
MAG24002_contig_933_6	tpm	C40	Glc	3	3	0.004954459263570764	2	0.996
MAG24002_contig_933_62	tpm	C40	Glc	3	3	-3.240784547493489	2	0.0835
MAG24002_contig_933_8	tpm	C40	Glc	3	3	1.2535716429948747	2	0.337
MAG24002_contig_941_35	tpm	C40	Glc	3	3	-0.6517787626443375	2	0.581
MAG24002_contig_959_21	tpm	C40	Glc	3	3	-0.9936802005097762	2	0.425
MAG24002_contig_961_33	tpm	C40	Glc	3	3	-0.03625758218115134	2	0.974
MAG24002_contig_979_17	tpm	C40	Glc	3	3	-1.0042614374917733	2	0.421
MAG24002_contig_979_72	tpm	C40	Glc	3	3	-0.2234607231206579	2	0.844
MAG24002_contig_979_88	tpm	C40	Glc	3	3	-0.7875889314219988	2	0.513
MAG24002_contig_991_67	tpm	C40	Glc	3	3	-1.0640307968708633	2	0.399
MAG24002_contig_991_68	tpm	C40	Glc	3	3	-1.0625650248932232	2	0.399
MAG24003_contig_102_1	tpm	C40	Glc	3	3	1.326564639428035	2	0.316
MAG24003_contig_102_101	tpm	C40	Glc	3	3	3.158415870135803	2	0.0873
MAG24003_contig_102_132	tpm	C40	Glc	3	3	0.31388561518529035	2	0.783
MAG24003_contig_102_134	tpm	C40	Glc	3	3	-2.0494674577347576	2	0.177
MAG24003_contig_102_139	tpm	C40	Glc	3	3	7.184635023884928	2	0.0188
MAG24003_contig_102_145	tpm	C40	Glc	3	3	0.8018376141910168	2	0.507
MAG24003_contig_102_147	tpm	C40	Glc	3	3	-9.933341357440101	2	0.00998
MAG24003_contig_102_151	tpm	C40	Glc	3	3	0.7397898801443288	2	0.536
MAG24003_contig_102_16	tpm	C40	Glc	3	3	6.788873728845556	2	0.021
MAG24003_contig_102_167	tpm	C40	Glc	3	3	-7.18556010338717	2	0.0188
MAG24003_contig_102_17	tpm	C40	Glc	3	3	1.5246376508982933	2	0.267
MAG24003_contig_102_18	tpm	C40	Glc	3	3	-0.027646051589725173	2	0.98
MAG24003_contig_102_186	tpm	C40	Glc	3	3	10.117138882444731	2	0.00963
MAG24003_contig_102_190	tpm	C40	Glc	3	3	-5.843000192915595	2	0.0281
MAG24003_contig_102_2	tpm	C40	Glc	3	3	-2.233982392754409	2	0.155
MAG24003_contig_102_200	tpm	C40	Glc	3	3	5.133212831284643	2	0.0359
MAG24003_contig_102_215	tpm	C40	Glc	3	3	-1.1093001654521726	2	0.383
MAG24003_contig_102_227	tpm	C40	Glc	3	3	-2.0547759608066394	2	0.176
MAG24003_contig_102_235	tpm	C40	Glc	3	3	1.0376809913584844	2	0.408
MAG24003_contig_102_236	tpm	C40	Glc	3	3	7.0247402833361745	2	0.0197
MAG24003_contig_102_246	tpm	C40	Glc	3	3	1.787187022256824	2	0.216
MAG24003_contig_102_248	tpm	C40	Glc	3	3	13.340820921328223	2	0.00557
MAG24003_contig_102_251	tpm	C40	Glc	3	3	4.0570090431040935	2	0.0557
MAG24003_contig_102_255	tpm	C40	Glc	3	3	2.9699881839692996	2	0.0971
MAG24003_contig_102_259	tpm	C40	Glc	3	3	0.8749939778665102	2	0.474
MAG24003_contig_102_260	tpm	C40	Glc	3	3	-3.0118594925328455	2	0.0948
MAG24003_contig_102_261	tpm	C40	Glc	3	3	-2.4637811001262224	2	0.133
MAG24003_contig_102_267	tpm	C40	Glc	3	3	1.8252781170088415	2	0.21
MAG24003_contig_102_269	tpm	C40	Glc	3	3	1.7860434683240851	2	0.216
MAG24003_contig_102_271	tpm	C40	Glc	3	3	0.694035066019884	2	0.559
MAG24003_contig_102_31	tpm	C40	Glc	3	3	-0.6003925794592072	2	0.609
MAG24003_contig_102_32	tpm	C40	Glc	3	3	-5.412317770209103	2	0.0325
MAG24003_contig_102_34	tpm	C40	Glc	3	3	5.690930511746048	2	0.0295
MAG24003_contig_102_37	tpm	C40	Glc	3	3	9.269605485717245	2	0.0114
MAG24003_contig_102_50	tpm	C40	Glc	3	3	-1.6750859737377304	2	0.236
MAG24003_contig_102_69	tpm	C40	Glc	3	3	10.629575159220321	2	0.00873
MAG24003_contig_1075_10	tpm	C40	Glc	3	3	2.0741983576302254	2	0.174
MAG24003_contig_1075_3	tpm	C40	Glc	3	3	0.8324515409945241	2	0.493
MAG24003_contig_1075_5	tpm	C40	Glc	3	3	-2.221444082172925	2	0.156
MAG24003_contig_1119_119	tpm	C40	Glc	3	3	2.252320101030493	2	0.153
MAG24003_contig_1119_120	tpm	C40	Glc	3	3	1.1897335244726064	2	0.356
MAG24003_contig_1119_121	tpm	C40	Glc	3	3	3.463179486302184	2	0.0742
MAG24003_contig_1119_13	tpm	C40	Glc	3	3	4.09322009154215	2	0.0548
MAG24003_contig_1119_146	tpm	C40	Glc	3	3	2.863645491475618	2	0.103
MAG24003_contig_1119_147	tpm	C40	Glc	3	3	5.587946379511565	2	0.0306
MAG24003_contig_1119_15	tpm	C40	Glc	3	3	-0.20430830891466997	2	0.857
MAG24003_contig_1119_150	tpm	C40	Glc	3	3	-5.847635985794875	2	0.028
MAG24003_contig_1119_151	tpm	C40	Glc	3	3	3.2558973844642423	2	0.0828
MAG24003_contig_1119_162	tpm	C40	Glc	3	3	0.6202503947420708	2	0.598
MAG24003_contig_1119_163	tpm	C40	Glc	3	3	0.6555897132676595	2	0.579
MAG24003_contig_1119_164	tpm	C40	Glc	3	3	0.5059341100928768	2	0.663
MAG24003_contig_1119_169	tpm	C40	Glc	3	3	8.73301156978321	2	0.0129
MAG24003_contig_1119_176	tpm	C40	Glc	3	3	7.045676662498234	2	0.0196
MAG24003_contig_1119_181	tpm	C40	Glc	3	3	1.0724676983340988	2	0.396
MAG24003_contig_1119_195	tpm	C40	Glc	3	3	-1.0821940051910024	2	0.392
MAG24003_contig_1119_199	tpm	C40	Glc	3	3	-0.9482787346374496	2	0.443
MAG24003_contig_1119_20	tpm	C40	Glc	3	3	-0.08560248501518954	2	0.94
MAG24003_contig_1119_200	tpm	C40	Glc	3	3	1.008599963774608	2	0.419
MAG24003_contig_1119_201	tpm	C40	Glc	3	3	-4.204765478618507	2	0.0522
MAG24003_contig_1119_24	tpm	C40	Glc	3	3	-0.6741621464860212	2	0.57
MAG24003_contig_1119_29	tpm	C40	Glc	3	3	-3.2141931645844273	2	0.0847
MAG24003_contig_1119_31	tpm	C40	Glc	3	3	-0.26754428121752644	2	0.814
MAG24003_contig_1119_33	tpm	C40	Glc	3	3	-2.5843959421676796	2	0.123
MAG24003_contig_1119_34	tpm	C40	Glc	3	3	-2.2040385752414164	2	0.158
MAG24003_contig_1119_35	tpm	C40	Glc	3	3	7.317435998909141	2	0.0182
MAG24003_contig_1119_37	tpm	C40	Glc	3	3	1.0643543964483875	2	0.399
MAG24003_contig_1119_38	tpm	C40	Glc	3	3	-1.609653344504541	2	0.249
MAG24003_contig_1119_42	tpm	C40	Glc	3	3	0.1800332572981286	2	0.874
MAG24003_contig_1119_45	tpm	C40	Glc	3	3	3.080216113891196	2	0.0912
MAG24003_contig_1119_48	tpm	C40	Glc	3	3	4.263380353900262	2	0.0509
MAG24003_contig_1119_49	tpm	C40	Glc	3	3	-1.5796413527547442	2	0.255
MAG24003_contig_1119_54	tpm	C40	Glc	3	3	1.3053061515320625	2	0.322
MAG24003_contig_1119_59	tpm	C40	Glc	3	3	1.6900417311181632	2	0.233
MAG24003_contig_1119_65	tpm	C40	Glc	3	3	0.35072727468786247	2	0.759
MAG24003_contig_1119_66	tpm	C40	Glc	3	3	0.0017366752034636767	2	0.999
MAG24003_contig_1119_69	tpm	C40	Glc	3	3	-4.105426073845833	2	0.0545
MAG24003_contig_1119_83	tpm	C40	Glc	3	3	0.4843399793933181	2	0.676
MAG24003_contig_1119_84	tpm	C40	Glc	3	3	-2.232342499944057	2	0.155
MAG24003_contig_1119_85	tpm	C40	Glc	3	3	-5.834297275546288	2	0.0281
MAG24003_contig_1119_91	tpm	C40	Glc	3	3	0.9439585785507394	2	0.445
MAG24003_contig_196_16	tpm	C40	Glc	3	3	-4.416142570860469	2	0.0476
MAG24003_contig_196_17	tpm	C40	Glc	3	3	2.37480939578867	2	0.141
MAG24003_contig_196_22	tpm	C40	Glc	3	3	-14.036731798113674	2	0.00504
MAG24003_contig_196_24	tpm	C40	Glc	3	3	-1.0203503203901338	2	0.415
MAG24003_contig_196_48	tpm	C40	Glc	3	3	2.5935041910946888	2	0.122
MAG24003_contig_387_117	tpm	C40	Glc	3	3	-5.404517684809874	2	0.0326
MAG24003_contig_387_126	tpm	C40	Glc	3	3	2.5183447032466653	2	0.128
MAG24003_contig_387_129	tpm	C40	Glc	3	3	-1.8451055011793822	2	0.206
MAG24003_contig_387_135	tpm	C40	Glc	3	3	5.798849694240157	2	0.0285
MAG24003_contig_387_138	tpm	C40	Glc	3	3	-0.9966724865708917	2	0.424
MAG24003_contig_387_141	tpm	C40	Glc	3	3	-3.8327644084105814	2	0.0618
MAG24003_contig_387_183	tpm	C40	Glc	3	3	4.371863386169501	2	0.0485
MAG24003_contig_387_36	tpm	C40	Glc	3	3	-1.2200168424732598	2	0.347
MAG24003_contig_387_45	tpm	C40	Glc	3	3	-0.8377862925892027	2	0.49
MAG24003_contig_387_64	tpm	C40	Glc	3	3	3.9052286864669283	2	0.0598
MAG24003_contig_387_73	tpm	C40	Glc	3	3	3.07532620040085	2	0.0915
MAG24003_contig_387_99	tpm	C40	Glc	3	3	-12.038650576205407	2	0.00683
MAG24003_contig_3_13	tpm	C40	Glc	3	3	0.9785817576982826	2	0.431
MAG24003_contig_3_29	tpm	C40	Glc	3	3	0.22010723571623766	2	0.846
MAG24003_contig_3_35	tpm	C40	Glc	3	3	1.9922841864009329	2	0.185
MAG24003_contig_3_37	tpm	C40	Glc	3	3	1.4022805375706697	2	0.296
MAG24003_contig_3_65	tpm	C40	Glc	3	3	-0.5430791399575927	2	0.642
MAG24003_contig_3_68	tpm	C40	Glc	3	3	0.40272392908848115	2	0.726
MAG24003_contig_3_74	tpm	C40	Glc	3	3	-1.0463505089833403	2	0.405
MAG24003_contig_3_79	tpm	C40	Glc	3	3	1.8503554930628434	2	0.205
MAG24003_contig_3_84	tpm	C40	Glc	3	3	-2.600978925930388	2	0.121
MAG24003_contig_3_85	tpm	C40	Glc	3	3	-16.64865662774911	2	0.00359
MAG24003_contig_3_87	tpm	C40	Glc	3	3	1.4172094111540925	2	0.292
MAG24003_contig_453_1	tpm	C40	Glc	3	3	2.1584360846431134	2	0.164
MAG24003_contig_453_10	tpm	C40	Glc	3	3	3.097799750277915	2	0.0903
MAG24003_contig_453_100	tpm	C40	Glc	3	3	-1.4980685778655582	2	0.273
